Filename,Size(number of gates),,,,Cycle,,,,SQGs,,,,MQGs,,,,Total Time
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_1.qasm,315,196,119(37.78%),,540,346,194(35.93%),,90(x),46(x),44(48.89%),,225(cx),150(cx),75(33.33%),,7.671213388442993
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_2.qasm,315,210,105(33.33%),,540,374,166(30.74%),,90(x),46(x),44(48.89%),,225(cx),164(cx),61(27.11%),,6.46537971496582
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_3.qasm,315,226,89(28.25%),,540,394,146(27.04%),,90(x),58(x),32(35.56%),,225(cx),168(cx),57(25.33%),,4.394022464752197
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_4.qasm,315,202,113(35.87%),,540,360,180(33.33%),,90(x),44(x),46(51.11%),,225(cx),158(cx),67(29.78%),,8.267245292663574
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_5.qasm,315,223,92(29.21%),,540,386,154(28.52%),,90(x),60(x),30(33.33%),,225(cx),163(cx),62(27.56%),,8.10713267326355
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_6.qasm,315,203,112(35.56%),,540,364,176(32.59%),,90(x),42(x),48(53.33%),,225(cx),161(cx),64(28.44%),,9.172825574874878
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_7.qasm,315,213,102(32.38%),,540,378,162(30.00%),,90(x),48(x),42(46.67%),,225(cx),165(cx),60(26.67%),,8.330430269241333
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_8.qasm,315,220,95(30.16%),,540,386,154(28.52%),,90(x),54(x),36(40.00%),,225(cx),166(cx),59(26.22%),,10.497180461883545
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_9.qasm,315,206,109(34.60%),,540,354,186(34.44%),,90(x),58(x),32(35.56%),,225(cx),148(cx),77(34.22%),,8.776552677154541
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_0.qasm,360,239,121(33.61%),,630,420,210(33.33%),,90(x),58(x),32(35.56%),,270(cx),181(cx),89(32.96%),,9.806426286697388
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_1.qasm,360,218,142(39.44%),,630,392,238(37.78%),,90(x),44(x),46(51.11%),,270(cx),174(cx),96(35.56%),,9.981241941452026
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_2.qasm,360,233,127(35.28%),,630,416,214(33.97%),,90(x),50(x),40(44.44%),,270(cx),183(cx),87(32.22%),,10.357466459274292
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_3.qasm,360,242,118(32.78%),,630,424,206(32.70%),,90(x),60(x),30(33.33%),,270(cx),182(cx),88(32.59%),,9.91447401046753
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_4.qasm,360,228,132(36.67%),,630,404,226(35.87%),,90(x),52(x),38(42.22%),,270(cx),176(cx),94(34.81%),,9.525081396102905
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_5.qasm,360,233,127(35.28%),,630,412,218(34.60%),,90(x),54(x),36(40.00%),,270(cx),179(cx),91(33.70%),,7.4508256912231445
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_6.qasm,360,243,117(32.50%),,630,428,202(32.06%),,90(x),58(x),32(35.56%),,270(cx),185(cx),85(31.48%),,7.983953475952148
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_7.qasm,360,241,119(33.06%),,630,426,204(32.38%),,90(x),56(x),34(37.78%),,270(cx),185(cx),85(31.48%),,9.906947374343872
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_8.qasm,360,232,128(35.56%),,630,406,224(35.56%),,90(x),58(x),32(35.56%),,270(cx),174(cx),96(35.56%),,9.619813442230225
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_9.qasm,360,220,140(38.89%),,630,386,244(38.73%),,90(x),54(x),36(40.00%),,270(cx),166(cx),104(38.52%),,9.084012985229492
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_0.qasm,405,296,109(26.91%),,720,534,186(25.83%),,90(x),58(x),32(35.56%),,315(cx),238(cx),77(24.44%),,10.561379432678223
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_1.qasm,405,249,156(38.52%),,720,438,282(39.17%),,90(x),60(x),30(33.33%),,315(cx),189(cx),126(40.00%),,11.066065311431885
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_2.qasm,405,239,166(40.99%),,720,428,292(40.56%),,90(x),50(x),40(44.44%),,315(cx),189(cx),126(40.00%),,11.39024305343628
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_3.qasm,405,257,148(36.54%),,720,464,256(35.56%),,90(x),50(x),40(44.44%),,315(cx),207(cx),108(34.29%),,9.639336824417114
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_4.qasm,405,252,153(37.78%),,720,448,272(37.78%),,90(x),56(x),34(37.78%),,315(cx),196(cx),119(37.78%),,11.015485286712646
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_5.qasm,405,266,139(34.32%),,720,468,252(35.00%),,90(x),64(x),26(28.89%),,315(cx),202(cx),113(35.87%),,9.139278888702393
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_6.qasm,405,278,127(31.36%),,720,494,226(31.39%),,90(x),62(x),28(31.11%),,315(cx),216(cx),99(31.43%),,11.996602535247803
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_7.qasm,405,265,140(34.57%),,720,478,242(33.61%),,90(x),52(x),38(42.22%),,315(cx),213(cx),102(32.38%),,12.694924116134644
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_8.qasm,405,275,130(32.10%),,720,492,228(31.67%),,90(x),58(x),32(35.56%),,315(cx),217(cx),98(31.11%),,9.590136289596558
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_9.qasm,405,295,110(27.16%),,720,524,196(27.22%),,90(x),66(x),24(26.67%),,315(cx),229(cx),86(27.30%),,9.88290786743164
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_0.qasm,225,67,158(70.22%),,270,102,168(62.22%),,180(x),32(x),148(82.22%),,45(cx),35(cx),10(22.22%),,0.9597318172454834
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_1.qasm,225,80,145(64.44%),,270,122,148(54.81%),,180(x),38(x),142(78.89%),,45(cx),42(cx),3(6.67%),,1.046816349029541
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_2.qasm,225,54,171(76.00%),,270,86,184(68.15%),,180(x),22(x),158(87.78%),,45(cx),32(cx),13(28.89%),,0.8594074249267578
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_3.qasm,225,77,148(65.78%),,270,114,156(57.78%),,180(x),40(x),140(77.78%),,45(cx),37(cx),8(17.78%),,1.0314819812774658
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_4.qasm,225,71,154(68.44%),,270,108,162(60.00%),,180(x),34(x),146(81.11%),,45(cx),37(cx),8(17.78%),,0.7966256141662598
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_5.qasm,225,63,162(72.00%),,270,96,174(64.44%),,180(x),30(x),150(83.33%),,45(cx),33(cx),12(26.67%),,0.8906574249267578
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_6.qasm,225,85,140(62.22%),,270,124,146(54.07%),,180(x),46(x),134(74.44%),,45(cx),39(cx),6(13.33%),,0.8281300067901611
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_7.qasm,225,75,150(66.67%),,270,114,156(57.78%),,180(x),36(x),144(80.00%),,45(cx),39(cx),6(13.33%),,1.0476386547088623
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_8.qasm,225,61,164(72.89%),,270,94,176(65.19%),,180(x),28(x),152(84.44%),,45(cx),33(cx),12(26.67%),,1.0932323932647705
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_9.qasm,225,78,147(65.33%),,270,114,156(57.78%),,180(x),42(x),138(76.67%),,45(cx),36(cx),9(20.00%),,0.9373011589050293
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_0.qasm,270,119,151(55.93%),,360,190,170(47.22%),,180(x),48(x),132(73.33%),,90(cx),71(cx),19(21.11%),,2.1728451251983643
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_1.qasm,270,130,140(51.85%),,360,206,154(42.78%),,180(x),54(x),126(70.00%),,90(cx),76(cx),14(15.56%),,3.0183565616607666
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_2.qasm,270,95,175(64.81%),,360,154,206(57.22%),,180(x),36(x),144(80.00%),,90(cx),59(cx),31(34.44%),,2.419496536254883
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_3.qasm,270,117,153(56.67%),,360,182,178(49.44%),,180(x),52(x),128(71.11%),,90(cx),65(cx),25(27.78%),,1.6553561687469482
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_4.qasm,270,138,132(48.89%),,360,214,146(40.56%),,180(x),62(x),118(65.56%),,90(cx),76(cx),14(15.56%),,2.9526331424713135
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_5.qasm,270,128,142(52.59%),,360,202,158(43.89%),,180(x),54(x),126(70.00%),,90(cx),74(cx),16(17.78%),,2.266516923904419
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_6.qasm,270,122,148(54.81%),,360,194,166(46.11%),,180(x),50(x),130(72.22%),,90(cx),72(cx),18(20.00%),,2.2671709060668945
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_7.qasm,270,125,145(53.70%),,360,202,158(43.89%),,180(x),48(x),132(73.33%),,90(cx),77(cx),13(14.44%),,3.0132501125335693
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_8.qasm,270,120,150(55.56%),,360,192,168(46.67%),,180(x),48(x),132(73.33%),,90(cx),72(cx),18(20.00%),,2.2508082389831543
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_9.qasm,270,107,163(60.37%),,360,170,190(52.78%),,180(x),44(x),136(75.56%),,90(cx),63(cx),27(30.00%),,2.3595991134643555
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_0.qasm,315,164,151(47.94%),,450,264,186(41.33%),,180(x),64(x),116(64.44%),,135(cx),100(cx),35(25.93%),,3.34293270111084
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_1.qasm,315,167,148(46.98%),,450,266,184(40.89%),,180(x),68(x),112(62.22%),,135(cx),99(cx),36(26.67%),,3.453937530517578
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_2.qasm,315,147,168(53.33%),,450,238,212(47.11%),,180(x),56(x),124(68.89%),,135(cx),91(cx),44(32.59%),,3.0146615505218506
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_3.qasm,315,166,149(47.30%),,450,260,190(42.22%),,180(x),72(x),108(60.00%),,135(cx),94(cx),41(30.37%),,3.203153371810913
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_4.qasm,315,166,149(47.30%),,450,268,182(40.44%),,180(x),64(x),116(64.44%),,135(cx),102(cx),33(24.44%),,3.4380359649658203
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_5.qasm,315,171,144(45.71%),,450,272,178(39.56%),,180(x),70(x),110(61.11%),,135(cx),101(cx),34(25.19%),,3.5626399517059326
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_6.qasm,315,165,150(47.62%),,450,262,188(41.78%),,180(x),68(x),112(62.22%),,135(cx),97(cx),38(28.15%),,3.234973192214966
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_7.qasm,315,173,142(45.08%),,450,286,164(36.44%),,180(x),60(x),120(66.67%),,135(cx),113(cx),22(16.30%),,5.03536057472229
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_8.qasm,315,186,129(40.95%),,450,298,152(33.78%),,180(x),74(x),106(58.89%),,135(cx),112(cx),23(17.04%),,2.7599756717681885
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_9.qasm,315,155,160(50.79%),,450,252,198(44.00%),,180(x),58(x),122(67.78%),,135(cx),97(cx),38(28.15%),,3.5012333393096924
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_0.qasm,360,220,140(38.89%),,540,356,184(34.07%),,180(x),84(x),96(53.33%),,180(cx),136(cx),44(24.44%),,3.9054226875305176
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_1.qasm,360,228,132(36.67%),,540,370,170(31.48%),,180(x),86(x),94(52.22%),,180(cx),142(cx),38(21.11%),,5.032742738723755
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_2.qasm,360,230,130(36.11%),,540,380,160(29.63%),,180(x),80(x),100(55.56%),,180(cx),150(cx),30(16.67%),,6.951833724975586
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_3.qasm,360,211,149(41.39%),,540,348,192(35.56%),,180(x),74(x),106(58.89%),,180(cx),137(cx),43(23.89%),,6.469794273376465
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_4.qasm,360,216,144(40.00%),,540,352,188(34.81%),,180(x),80(x),100(55.56%),,180(cx),136(cx),44(24.44%),,4.889371871948242
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_5.qasm,360,232,128(35.56%),,540,380,160(29.63%),,180(x),84(x),96(53.33%),,180(cx),148(cx),32(17.78%),,4.141652345657349
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_6.qasm,360,203,157(43.61%),,540,338,202(37.41%),,180(x),68(x),112(62.22%),,180(cx),135(cx),45(25.00%),,6.295614719390869
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_7.qasm,360,211,149(41.39%),,540,346,194(35.93%),,180(x),76(x),104(57.78%),,180(cx),135(cx),45(25.00%),,5.2186806201934814
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_8.qasm,360,208,152(42.22%),,540,344,196(36.30%),,180(x),72(x),108(60.00%),,180(cx),136(cx),44(24.44%),,5.359423637390137
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_9.qasm,360,181,179(49.72%),,540,296,244(45.19%),,180(x),66(x),114(63.33%),,180(cx),115(cx),65(36.11%),,5.95313286781311
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_0.qasm,405,263,142(35.06%),,630,442,188(29.84%),,180(x),84(x),96(53.33%),,225(cx),179(cx),46(20.44%),,5.781473636627197
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_1.qasm,405,245,160(39.51%),,630,412,218(34.60%),,180(x),78(x),102(56.67%),,225(cx),167(cx),58(25.78%),,5.437212944030762
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_2.qasm,405,240,165(40.74%),,630,398,232(36.83%),,180(x),82(x),98(54.44%),,225(cx),158(cx),67(29.78%),,6.750018835067749
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_3.qasm,405,222,183(45.19%),,630,372,258(40.95%),,180(x),72(x),108(60.00%),,225(cx),150(cx),75(33.33%),,6.234398365020752
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_4.qasm,405,238,167(41.23%),,630,402,228(36.19%),,180(x),74(x),106(58.89%),,225(cx),164(cx),61(27.11%),,6.641456127166748
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_5.qasm,405,267,138(34.07%),,630,450,180(28.57%),,180(x),84(x),96(53.33%),,225(cx),183(cx),42(18.67%),,5.53042197227478
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_6.qasm,405,269,136(33.58%),,630,440,190(30.16%),,180(x),98(x),82(45.56%),,225(cx),171(cx),54(24.00%),,6.671869993209839
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_7.qasm,405,250,155(38.27%),,630,416,214(33.97%),,180(x),84(x),96(53.33%),,225(cx),166(cx),59(26.22%),,6.74995756149292
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_8.qasm,405,251,154(38.02%),,630,422,208(33.02%),,180(x),80(x),100(55.56%),,225(cx),171(cx),54(24.00%),,5.437544107437134
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_9.qasm,405,250,155(38.27%),,630,416,214(33.97%),,180(x),84(x),96(53.33%),,225(cx),166(cx),59(26.22%),,6.890628337860107
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_0.qasm,450,269,181(40.22%),,720,450,270(37.50%),,180(x),88(x),92(51.11%),,270(cx),181(cx),89(32.96%),,8.250859022140503
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_1.qasm,450,260,190(42.22%),,720,436,284(39.44%),,180(x),84(x),96(53.33%),,270(cx),176(cx),94(34.81%),,5.858507394790649
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_2.qasm,450,266,184(40.89%),,720,448,272(37.78%),,180(x),84(x),96(53.33%),,270(cx),182(cx),88(32.59%),,6.2030720710754395
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_3.qasm,450,284,166(36.89%),,720,478,242(33.61%),,180(x),90(x),90(50.00%),,270(cx),194(cx),76(28.15%),,8.625051259994507
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_4.qasm,450,277,173(38.44%),,720,470,250(34.72%),,180(x),84(x),96(53.33%),,270(cx),193(cx),77(28.52%),,8.79689073562622
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_5.qasm,450,270,180(40.00%),,720,446,274(38.06%),,180(x),94(x),86(47.78%),,270(cx),176(cx),94(34.81%),,5.859301567077637
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_6.qasm,450,279,171(38.00%),,720,466,254(35.28%),,180(x),92(x),88(48.89%),,270(cx),187(cx),83(30.74%),,6.3282599449157715
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_7.qasm,450,286,164(36.44%),,720,480,240(33.33%),,180(x),92(x),88(48.89%),,270(cx),194(cx),76(28.15%),,8.749950170516968
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_8.qasm,450,267,183(40.67%),,720,458,262(36.39%),,180(x),76(x),104(57.78%),,270(cx),191(cx),79(29.26%),,8.906181335449219
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_9.qasm,450,255,195(43.33%),,720,432,288(40.00%),,180(x),78(x),102(56.67%),,270(cx),177(cx),93(34.44%),,8.031259536743164
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_0.qasm,315,82,233(73.97%),,360,122,238(66.11%),,270(x),42(x),228(84.44%),,45(cx),40(cx),5(11.11%),,1.437509536743164
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_1.qasm,315,79,236(74.92%),,360,118,242(67.22%),,270(x),40(x),230(85.19%),,45(cx),39(cx),6(13.33%),,1.1719300746917725
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_2.qasm,315,69,246(78.10%),,360,98,262(72.78%),,270(x),40(x),230(85.19%),,45(cx),29(cx),16(35.56%),,0.9999408721923828
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_3.qasm,315,68,247(78.41%),,360,102,258(71.67%),,270(x),34(x),236(87.41%),,45(cx),34(cx),11(24.44%),,1.2812213897705078
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_4.qasm,315,76,239(75.87%),,360,110,250(69.44%),,270(x),42(x),228(84.44%),,45(cx),34(cx),11(24.44%),,0.8750874996185303
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_5.qasm,315,78,237(75.24%),,360,114,246(68.33%),,270(x),42(x),228(84.44%),,45(cx),36(cx),9(20.00%),,1.3593201637268066
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_6.qasm,315,57,258(81.90%),,360,88,272(75.56%),,270(x),26(x),244(90.37%),,45(cx),31(cx),14(31.11%),,1.0156726837158203
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_7.qasm,315,79,236(74.92%),,360,116,244(67.78%),,270(x),42(x),228(84.44%),,45(cx),37(cx),8(17.78%),,1.2030925750732422
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_8.qasm,315,74,241(76.51%),,360,110,250(69.44%),,270(x),38(x),232(85.93%),,45(cx),36(cx),9(20.00%),,1.140681266784668
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_9.qasm,315,74,241(76.51%),,360,110,250(69.44%),,270(x),38(x),232(85.93%),,45(cx),36(cx),9(20.00%),,1.0627648830413818
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_0.qasm,360,123,237(65.83%),,450,190,260(57.78%),,270(x),56(x),214(79.26%),,90(cx),67(cx),23(25.56%),,2.718414545059204
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_1.qasm,360,143,217(60.28%),,450,220,230(51.11%),,270(x),66(x),204(75.56%),,90(cx),77(cx),13(14.44%),,3.1094517707824707
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_2.qasm,360,130,230(63.89%),,450,200,250(55.56%),,270(x),60(x),210(77.78%),,90(cx),70(cx),20(22.22%),,2.6718392372131348
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_3.qasm,360,141,219(60.83%),,450,220,230(51.11%),,270(x),62(x),208(77.04%),,90(cx),79(cx),11(12.22%),,1.812464952468872
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_4.qasm,360,148,212(58.89%),,450,226,224(49.78%),,270(x),70(x),200(74.07%),,90(cx),78(cx),12(13.33%),,1.906304121017456
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_5.qasm,360,143,217(60.28%),,450,222,228(50.67%),,270(x),64(x),206(76.30%),,90(cx),79(cx),11(12.22%),,2.515713691711426
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_6.qasm,360,122,238(66.11%),,450,196,254(56.44%),,270(x),48(x),222(82.22%),,90(cx),74(cx),16(17.78%),,2.2811362743377686
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_7.qasm,360,149,211(58.61%),,450,232,218(48.44%),,270(x),66(x),204(75.56%),,90(cx),83(cx),7(7.78%),,1.9062004089355469
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_8.qasm,360,142,218(60.56%),,450,216,234(52.00%),,270(x),68(x),202(74.81%),,90(cx),74(cx),16(17.78%),,2.8596930503845215
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_9.qasm,360,118,242(67.22%),,450,182,268(59.56%),,270(x),54(x),216(80.00%),,90(cx),64(cx),26(28.89%),,2.0311880111694336
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_0.qasm,405,193,212(52.35%),,540,298,242(44.81%),,270(x),88(x),182(67.41%),,135(cx),105(cx),30(22.22%),,3.4997689723968506
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_1.qasm,405,176,229(56.54%),,540,278,262(48.52%),,270(x),74(x),196(72.59%),,135(cx),102(cx),33(24.44%),,3.4226491451263428
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_2.qasm,405,203,202(49.88%),,540,314,226(41.85%),,270(x),92(x),178(65.93%),,135(cx),111(cx),24(17.78%),,2.686805486679077
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_3.qasm,405,206,199(49.14%),,540,318,222(41.11%),,270(x),94(x),176(65.19%),,135(cx),112(cx),23(17.04%),,3.6561503410339355
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_4.qasm,405,184,221(54.57%),,540,288,252(46.67%),,270(x),80(x),190(70.37%),,135(cx),104(cx),31(22.96%),,4.359407186508179
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_5.qasm,405,182,223(55.06%),,540,282,258(47.78%),,270(x),82(x),188(69.63%),,135(cx),100(cx),35(25.93%),,3.3906161785125732
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_6.qasm,405,194,211(52.10%),,540,306,234(43.33%),,270(x),82(x),188(69.63%),,135(cx),112(cx),23(17.04%),,2.844527244567871
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_7.qasm,405,188,217(53.58%),,540,298,242(44.81%),,270(x),78(x),192(71.11%),,135(cx),110(cx),25(18.52%),,3.4679534435272217
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_8.qasm,405,202,203(50.12%),,540,316,224(41.48%),,270(x),88(x),182(67.41%),,135(cx),114(cx),21(15.56%),,2.874988555908203
