Filename,Size(number of gates),,,,Cycle,,,,SQGs,,,,MQGs,,,,Total Time
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_1.qasm,315,190,125(39.68%),,540,336,204(37.78%),,90(x),44(x),46(51.11%),,225(cx),146(cx),79(35.11%),,9.296764135360718
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_2.qasm,315,212,103(32.70%),,540,376,164(30.37%),,90(x),48(x),42(46.67%),,225(cx),164(cx),61(27.11%),,6.531294822692871
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_3.qasm,315,226,89(28.25%),,540,394,146(27.04%),,90(x),58(x),32(35.56%),,225(cx),168(cx),57(25.33%),,4.468686819076538
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_4.qasm,315,200,115(36.51%),,540,358,182(33.70%),,90(x),42(x),48(53.33%),,225(cx),158(cx),67(29.78%),,8.421876668930054
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_5.qasm,315,223,92(29.21%),,540,386,154(28.52%),,90(x),60(x),30(33.33%),,225(cx),163(cx),62(27.56%),,8.234371423721313
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_6.qasm,315,201,114(36.19%),,540,360,180(33.33%),,90(x),42(x),48(53.33%),,225(cx),159(cx),66(29.33%),,7.0312254428863525
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_7.qasm,315,213,102(32.38%),,540,378,162(30.00%),,90(x),48(x),42(46.67%),,225(cx),165(cx),60(26.67%),,6.484357833862305
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_8.qasm,315,221,94(29.84%),,540,388,152(28.15%),,90(x),54(x),36(40.00%),,225(cx),167(cx),58(25.78%),,10.781213760375977
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_9.qasm,315,207,108(34.29%),,540,356,184(34.07%),,90(x),58(x),32(35.56%),,225(cx),149(cx),76(33.78%),,8.968794345855713
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_0.qasm,360,241,119(33.06%),,630,424,206(32.70%),,90(x),58(x),32(35.56%),,270(cx),183(cx),87(32.22%),,7.7812721729278564
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_1.qasm,360,218,142(39.44%),,630,392,238(37.78%),,90(x),44(x),46(51.11%),,270(cx),174(cx),96(35.56%),,10.124920129776001
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_2.qasm,360,231,129(35.83%),,630,412,218(34.60%),,90(x),50(x),40(44.44%),,270(cx),181(cx),89(32.96%),,10.437588691711426
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_3.qasm,360,242,118(32.78%),,630,424,206(32.70%),,90(x),60(x),30(33.33%),,270(cx),182(cx),88(32.59%),,10.062490940093994
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_4.qasm,360,228,132(36.67%),,630,406,224(35.56%),,90(x),50(x),40(44.44%),,270(cx),178(cx),92(34.07%),,9.828093528747559
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_5.qasm,360,233,127(35.28%),,630,412,218(34.60%),,90(x),54(x),36(40.00%),,270(cx),179(cx),91(33.70%),,7.609304904937744
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_6.qasm,360,245,115(31.94%),,630,432,198(31.43%),,90(x),58(x),32(35.56%),,270(cx),187(cx),83(30.74%),,8.15628981590271
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_7.qasm,360,239,121(33.61%),,630,422,208(33.02%),,90(x),56(x),34(37.78%),,270(cx),183(cx),87(32.22%),,7.7969231605529785
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_8.qasm,360,234,126(35.00%),,630,410,220(34.92%),,90(x),58(x),32(35.56%),,270(cx),176(cx),94(34.81%),,9.765537738800049
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_9.qasm,360,221,139(38.61%),,630,388,242(38.41%),,90(x),54(x),36(40.00%),,270(cx),167(cx),103(38.15%),,9.265652179718018
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_0.qasm,405,296,109(26.91%),,720,534,186(25.83%),,90(x),58(x),32(35.56%),,315(cx),238(cx),77(24.44%),,10.640560626983643
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_1.qasm,405,244,161(39.75%),,720,430,290(40.28%),,90(x),58(x),32(35.56%),,315(cx),186(cx),129(40.95%),,11.172806024551392
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_2.qasm,405,235,170(41.98%),,720,420,300(41.67%),,90(x),50(x),40(44.44%),,315(cx),185(cx),130(41.27%),,11.405324220657349
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_3.qasm,405,257,148(36.54%),,720,464,256(35.56%),,90(x),50(x),40(44.44%),,315(cx),207(cx),108(34.29%),,9.765570878982544
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_4.qasm,405,254,151(37.28%),,720,452,268(37.22%),,90(x),56(x),34(37.78%),,315(cx),198(cx),117(37.14%),,11.296837091445923
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_5.qasm,405,266,139(34.32%),,720,468,252(35.00%),,90(x),64(x),26(28.89%),,315(cx),202(cx),113(35.87%),,9.296850204467773
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_6.qasm,405,281,124(30.62%),,720,500,220(30.56%),,90(x),62(x),28(31.11%),,315(cx),219(cx),96(30.48%),,12.312530279159546
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_7.qasm,405,265,140(34.57%),,720,478,242(33.61%),,90(x),52(x),38(42.22%),,315(cx),213(cx),102(32.38%),,12.90624713897705
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_8.qasm,405,274,131(32.35%),,720,492,228(31.67%),,90(x),56(x),34(37.78%),,315(cx),218(cx),97(30.79%),,9.796850204467773
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_9.qasm,405,298,107(26.42%),,720,530,190(26.39%),,90(x),66(x),24(26.67%),,315(cx),232(cx),83(26.35%),,10.015587329864502
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_0.qasm,225,67,158(70.22%),,270,102,168(62.22%),,180(x),32(x),148(82.22%),,45(cx),35(cx),10(22.22%),,0.9687912464141846
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_1.qasm,225,72,153(68.00%),,270,114,156(57.78%),,180(x),30(x),150(83.33%),,45(cx),42(cx),3(6.67%),,1.0627374649047852
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_2.qasm,225,54,171(76.00%),,270,86,184(68.15%),,180(x),22(x),158(87.78%),,45(cx),32(cx),13(28.89%),,0.7184996604919434
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_3.qasm,225,73,152(67.56%),,270,110,160(59.26%),,180(x),36(x),144(80.00%),,45(cx),37(cx),8(17.78%),,1.1561644077301025
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_4.qasm,225,73,152(67.56%),,270,110,160(59.26%),,180(x),36(x),144(80.00%),,45(cx),37(cx),8(17.78%),,0.8126392364501953
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_5.qasm,225,63,162(72.00%),,270,96,174(64.44%),,180(x),30(x),150(83.33%),,45(cx),33(cx),12(26.67%),,0.7343087196350098
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_6.qasm,225,81,144(64.00%),,270,118,152(56.30%),,180(x),44(x),136(75.56%),,45(cx),37(cx),8(17.78%),,0.8129572868347168
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_7.qasm,225,75,150(66.67%),,270,114,156(57.78%),,180(x),36(x),144(80.00%),,45(cx),39(cx),6(13.33%),,0.858914852142334
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_8.qasm,225,66,159(70.67%),,270,100,170(62.96%),,180(x),32(x),148(82.22%),,45(cx),34(cx),11(24.44%),,0.9692037105560303
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_9.qasm,225,77,148(65.78%),,270,112,158(58.52%),,180(x),42(x),138(76.67%),,45(cx),35(cx),10(22.22%),,0.7495331764221191
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_0.qasm,270,117,153(56.67%),,360,186,174(48.33%),,180(x),48(x),132(73.33%),,90(cx),69(cx),21(23.33%),,2.2031052112579346
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_1.qasm,270,130,140(51.85%),,360,206,154(42.78%),,180(x),54(x),126(70.00%),,90(cx),76(cx),14(15.56%),,2.4375321865081787
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_2.qasm,270,98,172(63.70%),,360,158,202(56.11%),,180(x),38(x),142(78.89%),,90(cx),60(cx),30(33.33%),,2.484337091445923
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_3.qasm,270,116,154(57.04%),,360,182,178(49.44%),,180(x),50(x),130(72.22%),,90(cx),66(cx),24(26.67%),,1.718813180923462
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_4.qasm,270,141,129(47.78%),,360,218,142(39.44%),,180(x),64(x),116(64.44%),,90(cx),77(cx),13(14.44%),,2.406262159347534
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_5.qasm,270,128,142(52.59%),,360,202,158(43.89%),,180(x),54(x),126(70.00%),,90(cx),74(cx),16(17.78%),,2.2968430519104004
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_6.qasm,270,124,146(54.07%),,360,198,162(45.00%),,180(x),50(x),130(72.22%),,90(cx),74(cx),16(17.78%),,1.7971813678741455
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_7.qasm,270,121,149(55.19%),,360,198,162(45.00%),,180(x),44(x),136(75.56%),,90(cx),77(cx),13(14.44%),,3.077768564224243
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_8.qasm,270,120,150(55.56%),,360,192,168(46.67%),,180(x),48(x),132(73.33%),,90(cx),72(cx),18(20.00%),,2.2500782012939453
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_9.qasm,270,105,165(61.11%),,360,168,192(53.33%),,180(x),42(x),138(76.67%),,90(cx),63(cx),27(30.00%),,1.9374423027038574
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_0.qasm,315,164,151(47.94%),,450,264,186(41.33%),,180(x),64(x),116(64.44%),,135(cx),100(cx),35(25.93%),,2.5624959468841553
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_1.qasm,315,166,149(47.30%),,450,264,186(41.33%),,180(x),68(x),112(62.22%),,135(cx),98(cx),37(27.41%),,3.4843666553497314
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_2.qasm,315,144,171(54.29%),,450,234,216(48.00%),,180(x),54(x),126(70.00%),,135(cx),90(cx),45(33.33%),,3.1405444145202637
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_3.qasm,315,168,147(46.67%),,450,264,186(41.33%),,180(x),72(x),108(60.00%),,135(cx),96(cx),39(28.89%),,3.312631130218506
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_4.qasm,315,165,150(47.62%),,450,266,184(40.89%),,180(x),64(x),116(64.44%),,135(cx),101(cx),34(25.19%),,2.6717870235443115
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_5.qasm,315,169,146(46.35%),,450,270,180(40.00%),,180(x),68(x),112(62.22%),,135(cx),101(cx),34(25.19%),,2.7655465602874756
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_6.qasm,315,159,156(49.52%),,450,254,196(43.56%),,180(x),64(x),116(64.44%),,135(cx),95(cx),40(29.63%),,3.3593947887420654
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_7.qasm,315,168,147(46.67%),,450,280,170(37.78%),,180(x),56(x),124(68.89%),,135(cx),112(cx),23(17.04%),,3.156330108642578
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_8.qasm,315,186,129(40.95%),,450,298,152(33.78%),,180(x),74(x),106(58.89%),,135(cx),112(cx),23(17.04%),,2.8280975818634033
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_9.qasm,315,150,165(52.38%),,450,244,206(45.78%),,180(x),56(x),124(68.89%),,135(cx),94(cx),41(30.37%),,2.6874337196350098
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_0.qasm,360,218,142(39.44%),,540,354,186(34.44%),,180(x),82(x),98(54.44%),,180(cx),136(cx),44(24.44%),,4.015627145767212
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_1.qasm,360,220,140(38.89%),,540,360,180(33.33%),,180(x),80(x),100(55.56%),,180(cx),140(cx),40(22.22%),,3.968804121017456
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_2.qasm,360,232,128(35.56%),,540,382,158(29.26%),,180(x),82(x),98(54.44%),,180(cx),150(cx),30(16.67%),,4.297100782394409
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_3.qasm,360,208,152(42.22%),,540,344,196(36.30%),,180(x),72(x),108(60.00%),,180(cx),136(cx),44(24.44%),,4.015302896499634
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_4.qasm,360,216,144(40.00%),,540,352,188(34.81%),,180(x),80(x),100(55.56%),,180(cx),136(cx),44(24.44%),,5.015727996826172
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_5.qasm,360,232,128(35.56%),,540,382,158(29.26%),,180(x),82(x),98(54.44%),,180(cx),150(cx),30(16.67%),,4.359575986862183
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_6.qasm,360,204,156(43.33%),,540,340,200(37.04%),,180(x),68(x),112(62.22%),,180(cx),136(cx),44(24.44%),,5.359119176864624
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_7.qasm,360,207,153(42.50%),,540,340,200(37.04%),,180(x),74(x),106(58.89%),,180(cx),133(cx),47(26.11%),,5.281195640563965
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_8.qasm,360,206,154(42.78%),,540,342,198(36.67%),,180(x),70(x),110(61.11%),,180(cx),136(cx),44(24.44%),,5.390636205673218
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_9.qasm,360,183,177(49.17%),,540,302,238(44.07%),,180(x),64(x),116(64.44%),,180(cx),119(cx),61(33.89%),,6.1562180519104
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_0.qasm,405,258,147(36.30%),,630,434,196(31.11%),,180(x),82(x),98(54.44%),,225(cx),176(cx),49(21.78%),,7.687503814697266
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_1.qasm,405,245,160(39.51%),,630,412,218(34.60%),,180(x),78(x),102(56.67%),,225(cx),167(cx),58(25.78%),,5.515686988830566
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_2.qasm,405,244,161(39.75%),,630,404,226(35.87%),,180(x),84(x),96(53.33%),,225(cx),160(cx),65(28.89%),,6.937634229660034
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_3.qasm,405,220,185(45.68%),,630,370,260(41.27%),,180(x),70(x),110(61.11%),,225(cx),150(cx),75(33.33%),,6.3913915157318115
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_4.qasm,405,239,166(40.99%),,630,406,224(35.56%),,180(x),72(x),108(60.00%),,225(cx),167(cx),58(25.78%),,6.8272740840911865
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_5.qasm,405,268,137(33.83%),,630,450,180(28.57%),,180(x),86(x),94(52.22%),,225(cx),182(cx),43(19.11%),,5.578235387802124
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_6.qasm,405,270,135(33.33%),,630,440,190(30.16%),,180(x),100(x),80(44.44%),,225(cx),170(cx),55(24.44%),,6.718670845031738
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_7.qasm,405,249,156(38.52%),,630,414,216(34.29%),,180(x),84(x),96(53.33%),,225(cx),165(cx),60(26.67%),,6.843667030334473
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_8.qasm,405,251,154(38.02%),,630,422,208(33.02%),,180(x),80(x),100(55.56%),,225(cx),171(cx),54(24.00%),,5.48433256149292
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_9.qasm,405,254,151(37.28%),,630,422,208(33.02%),,180(x),86(x),94(52.22%),,225(cx),168(cx),57(25.33%),,6.952094316482544
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_0.qasm,450,269,181(40.22%),,720,450,270(37.50%),,180(x),88(x),92(51.11%),,270(cx),181(cx),89(32.96%),,6.359440803527832
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_1.qasm,450,258,192(42.67%),,720,434,286(39.72%),,180(x),82(x),98(54.44%),,270(cx),176(cx),94(34.81%),,5.968714952468872
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_2.qasm,450,263,187(41.56%),,720,444,276(38.33%),,180(x),82(x),98(54.44%),,270(cx),181(cx),89(32.96%),,6.374928951263428
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_3.qasm,450,280,170(37.78%),,720,474,246(34.17%),,180(x),86(x),94(52.22%),,270(cx),194(cx),76(28.15%),,6.718722105026245
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_4.qasm,450,277,173(38.44%),,720,470,250(34.72%),,180(x),84(x),96(53.33%),,270(cx),193(cx),77(28.52%),,8.843748807907104
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_5.qasm,450,269,181(40.22%),,720,444,276(38.33%),,180(x),94(x),86(47.78%),,270(cx),175(cx),95(35.19%),,5.8593902587890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_6.qasm,450,283,167(37.11%),,720,472,248(34.44%),,180(x),94(x),86(47.78%),,270(cx),189(cx),81(30.00%),,6.406316041946411
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_7.qasm,450,287,163(36.22%),,720,484,236(32.78%),,180(x),90(x),90(50.00%),,270(cx),197(cx),73(27.04%),,8.921831130981445
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_8.qasm,450,268,182(40.44%),,720,460,260(36.11%),,180(x),76(x),104(57.78%),,270(cx),192(cx),78(28.89%),,9.109349250793457
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_9.qasm,450,254,196(43.56%),,720,430,290(40.28%),,180(x),78(x),102(56.67%),,270(cx),176(cx),94(34.81%),,8.078499794006348
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_0.qasm,315,81,234(74.29%),,360,122,238(66.11%),,270(x),40(x),230(85.19%),,45(cx),41(cx),4(8.89%),,0.9839913845062256
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_1.qasm,315,79,236(74.92%),,360,118,242(67.22%),,270(x),40(x),230(85.19%),,45(cx),39(cx),6(13.33%),,0.9843864440917969
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_2.qasm,315,67,248(78.73%),,360,96,264(73.33%),,270(x),38(x),232(85.93%),,45(cx),29(cx),16(35.56%),,0.9687886238098145
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_3.qasm,315,68,247(78.41%),,360,102,258(71.67%),,270(x),34(x),236(87.41%),,45(cx),34(cx),11(24.44%),,1.2655718326568604
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_4.qasm,315,72,243(77.14%),,360,106,254(70.56%),,270(x),38(x),232(85.93%),,45(cx),34(cx),11(24.44%),,0.8440423011779785
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_5.qasm,315,82,233(73.97%),,360,118,242(67.22%),,270(x),46(x),224(82.96%),,45(cx),36(cx),9(20.00%),,0.9372200965881348
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_6.qasm,315,55,260(82.54%),,360,86,274(76.11%),,270(x),24(x),246(91.11%),,45(cx),31(cx),14(31.11%),,0.9375426769256592
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_7.qasm,315,81,234(74.29%),,360,118,242(67.22%),,270(x),44(x),226(83.70%),,45(cx),37(cx),8(17.78%),,0.9530909061431885
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_8.qasm,315,70,245(77.78%),,360,102,258(71.67%),,270(x),38(x),232(85.93%),,45(cx),32(cx),13(28.89%),,0.8594019412994385
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_9.qasm,315,72,243(77.14%),,360,108,252(70.00%),,270(x),36(x),234(86.67%),,45(cx),36(cx),9(20.00%),,0.844099760055542
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_0.qasm,360,121,239(66.39%),,450,190,260(57.78%),,270(x),52(x),218(80.74%),,90(cx),69(cx),21(23.33%),,2.359266519546509
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_1.qasm,360,137,223(61.94%),,450,214,236(52.44%),,270(x),60(x),210(77.78%),,90(cx),77(cx),13(14.44%),,3.140366554260254
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_2.qasm,360,132,228(63.33%),,450,204,246(54.67%),,270(x),60(x),210(77.78%),,90(cx),72(cx),18(20.00%),,2.750033378601074
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_3.qasm,360,145,215(59.72%),,450,224,226(50.22%),,270(x),66(x),204(75.56%),,90(cx),79(cx),11(12.22%),,1.8127379417419434
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_4.qasm,360,140,220(61.11%),,450,216,234(52.00%),,270(x),64(x),206(76.30%),,90(cx),76(cx),14(15.56%),,2.4997475147247314
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_5.qasm,360,135,225(62.50%),,450,210,240(53.33%),,270(x),60(x),210(77.78%),,90(cx),75(cx),15(16.67%),,2.5312209129333496
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_6.qasm,360,117,243(67.50%),,450,188,262(58.22%),,270(x),46(x),224(82.96%),,90(cx),71(cx),19(21.11%),,2.343820333480835
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_7.qasm,360,145,215(59.72%),,450,228,222(49.33%),,270(x),62(x),208(77.04%),,90(cx),83(cx),7(7.78%),,1.9687647819519043
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_8.qasm,360,140,220(61.11%),,450,214,236(52.44%),,270(x),66(x),204(75.56%),,90(cx),74(cx),16(17.78%),,2.906196355819702
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_9.qasm,360,114,246(68.33%),,450,178,272(60.44%),,270(x),50(x),220(81.48%),,90(cx),64(cx),26(28.89%),,2.0781140327453613
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_0.qasm,405,189,216(53.33%),,540,294,246(45.56%),,270(x),84(x),186(68.89%),,135(cx),105(cx),30(22.22%),,3.6721999645233154
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_1.qasm,405,174,231(57.04%),,540,274,266(49.26%),,270(x),74(x),196(72.59%),,135(cx),100(cx),35(25.93%),,3.3747074604034424
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_2.qasm,405,203,202(49.88%),,540,314,226(41.85%),,270(x),92(x),178(65.93%),,135(cx),111(cx),24(17.78%),,3.5633909702301025
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_3.qasm,405,199,206(50.86%),,540,310,230(42.59%),,270(x),88(x),182(67.41%),,135(cx),111(cx),24(17.78%),,3.7334837913513184
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_4.qasm,405,186,219(54.07%),,540,290,250(46.30%),,270(x),82(x),188(69.63%),,135(cx),104(cx),31(22.96%),,3.5624167919158936
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_5.qasm,405,180,225(55.56%),,540,280,260(48.15%),,270(x),80(x),190(70.37%),,135(cx),100(cx),35(25.93%),,3.4531173706054688
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_6.qasm,405,194,211(52.10%),,540,306,234(43.33%),,270(x),82(x),188(69.63%),,135(cx),112(cx),23(17.04%),,2.8752188682556152
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_7.qasm,405,186,219(54.07%),,540,294,246(45.56%),,270(x),78(x),192(71.11%),,135(cx),108(cx),27(20.00%),,2.640469551086426
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.3D2_8.qasm,405,200,205(50.62%),,540,314,226(41.85%),,270(x),86(x),184(68.15%),,135(cx),114(cx),21(15.56%),,2.875196695327759
