Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
,before,after,reduce,,before,after,reduce,,before,after,reduce,,before,after,reduce,,
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_1.qasm,270,183,87(32.22%),,45,39,6(13.33%),,0(),0(),0(-),,270(cx),183(cx),87(32.22%),,19.28153419494629,30.86328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_2.qasm,270,162,108(40.00%),,45,38,7(15.56%),,0(),0(),0(-),,270(cx),162(cx),108(40.00%),,14.452958106994629,30.75390625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_3.qasm,270,178,92(34.07%),,45,40,5(11.11%),,0(),0(),0(-),,270(cx),178(cx),92(34.07%),,19.21856379508972,30.78125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_4.qasm,270,168,102(37.78%),,45,40,5(11.11%),,0(),0(),0(-),,270(cx),168(cx),102(37.78%),,14.812814235687256,30.640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_5.qasm,270,167,103(38.15%),,45,36,9(20.00%),,0(),0(),0(-),,270(cx),167(cx),103(38.15%),,14.843446493148804,30.921875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_6.qasm,270,145,125(46.30%),,45,36,9(20.00%),,0(),0(),0(-),,270(cx),145(cx),125(46.30%),,13.437513589859009,30.90625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_7.qasm,270,164,106(39.26%),,45,41,4(8.89%),,0(),0(),0(-),,270(cx),164(cx),106(39.26%),,14.687469959259033,30.82421875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_8.qasm,270,153,117(43.33%),,45,36,9(20.00%),,0(),0(),0(-),,270(cx),153(cx),117(43.33%),,16.60945177078247,29.12890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_9.qasm,270,184,86(31.85%),,45,40,5(11.11%),,0(),0(),0(-),,270(cx),184(cx),86(31.85%),,12.375005960464478,30.734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_0.qasm,315,175,140(44.44%),,45,40,5(11.11%),,0(),0(),0(-),,315(cx),175(cx),140(44.44%),,16.328084707260132,30.6015625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_1.qasm,315,192,123(39.05%),,45,43,2(4.44%),,0(),0(),0(-),,315(cx),192(cx),123(39.05%),,17.390612602233887,31.4453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_2.qasm,315,180,135(42.86%),,45,44,1(2.22%),,0(),0(),0(-),,315(cx),180(cx),135(42.86%),,20.531352996826172,31.45703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_3.qasm,315,190,125(39.68%),,45,45,0(-),,0(),0(),0(-),,315(cx),190(cx),125(39.68%),,21.297241926193237,31.22265625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_4.qasm,315,182,133(42.22%),,45,36,9(20.00%),,0(),0(),0(-),,315(cx),182(cx),133(42.22%),,20.671645164489746,31.37109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_5.qasm,315,187,128(40.63%),,45,44,1(2.22%),,0(),0(),0(-),,315(cx),187(cx),128(40.63%),,17.327916383743286,32.015625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_6.qasm,315,201,114(36.19%),,45,44,1(2.22%),,0(),0(),0(-),,315(cx),201(cx),114(36.19%),,18.187506437301636,31.87890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_7.qasm,315,182,133(42.22%),,45,38,7(15.56%),,0(),0(),0(-),,315(cx),182(cx),133(42.22%),,16.68746280670166,31.65625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_8.qasm,315,184,131(41.59%),,45,39,6(13.33%),,0(),0(),0(-),,315(cx),184(cx),131(41.59%),,17.23440146446228,31.046875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_9.qasm,315,183,132(41.90%),,45,40,5(11.11%),,0(),0(),0(-),,315(cx),183(cx),132(41.90%),,20.703144550323486,31.23046875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_0.qasm,360,225,135(37.50%),,45,44,1(2.22%),,0(),0(),0(-),,360(cx),225(cx),135(37.50%),,20.812496185302734,31.61328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_1.qasm,360,194,166(46.11%),,45,40,5(11.11%),,0(),0(),0(-),,360(cx),194(cx),166(46.11%),,19.171870708465576,31.8828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_2.qasm,360,203,157(43.61%),,45,46,-1(-2.22%),,0(),0(),0(-),,360(cx),203(cx),157(43.61%),,19.531211376190186,31.59375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_3.qasm,360,204,156(43.33%),,45,45,0(-),,0(),0(),0(-),,360(cx),204(cx),156(43.33%),,23.703104496002197,31.70703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_4.qasm,360,208,152(42.22%),,45,49,-4(-8.89%),,0(),0(),0(-),,360(cx),208(cx),152(42.22%),,23.703619241714478,32.0
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_5.qasm,360,202,158(43.89%),,45,44,1(2.22%),,0(),0(),0(-),,360(cx),202(cx),158(43.89%),,19.42143940925598,31.73046875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_6.qasm,360,202,158(43.89%),,45,44,1(2.22%),,0(),0(),0(-),,360(cx),202(cx),158(43.89%),,19.390616178512573,31.78125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_7.qasm,360,197,163(45.28%),,45,43,2(4.44%),,0(),0(),0(-),,360(cx),197(cx),163(45.28%),,19.249956846237183,31.63671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_8.qasm,360,198,162(45.00%),,45,44,1(2.22%),,0(),0(),0(-),,360(cx),198(cx),162(45.00%),,19.21894669532776,31.95703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_9.qasm,360,207,153(42.50%),,45,43,2(4.44%),,0(),0(),0(-),,360(cx),207(cx),153(42.50%),,23.702951431274414,31.6953125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_0.qasm,135,68,67(49.63%),,45,25,20(44.44%),,90(x),30(x),60(66.67%),,45(cx),38(cx),7(15.56%),,0.7656331062316895,30.48828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_1.qasm,135,81,54(40.00%),,45,21,24(53.33%),,90(x),42(x),48(53.33%),,45(cx),39(cx),6(13.33%),,1.0468690395355225,30.2421875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_2.qasm,135,57,78(57.78%),,45,20,25(55.56%),,90(x),28(x),62(68.89%),,45(cx),29(cx),16(35.56%),,0.7656879425048828,29.96875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_3.qasm,135,56,79(58.52%),,45,22,23(51.11%),,90(x),24(x),66(73.33%),,45(cx),32(cx),13(28.89%),,0.9531681537628174,29.89453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_4.qasm,135,59,76(56.30%),,45,16,29(64.44%),,90(x),26(x),64(71.11%),,45(cx),33(cx),12(26.67%),,0.8915951251983643,29.9609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_5.qasm,135,67,68(50.37%),,45,14,31(68.89%),,90(x),34(x),56(62.22%),,45(cx),33(cx),12(26.67%),,0.7335264682769775,29.94921875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_6.qasm,135,68,67(49.63%),,45,17,28(62.22%),,90(x),34(x),56(62.22%),,45(cx),34(cx),11(24.44%),,0.7341735363006592,29.95703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_7.qasm,135,57,78(57.78%),,45,20,25(55.56%),,90(x),26(x),64(71.11%),,45(cx),31(cx),14(31.11%),,0.7815883159637451,29.8984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_8.qasm,135,55,80(59.26%),,45,20,25(55.56%),,90(x),20(x),70(77.78%),,45(cx),35(cx),10(22.22%),,0.7340621948242188,30.0234375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_9.qasm,135,58,77(57.04%),,45,16,29(64.44%),,90(x),28(x),62(68.89%),,45(cx),30(cx),15(33.33%),,0.7971866130828857,29.98046875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_0.qasm,180,112,68(37.78%),,45,26,19(42.22%),,90(x),40(x),50(55.56%),,90(cx),72(cx),18(20.00%),,1.9058594703674316,30.09765625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_1.qasm,180,122,58(32.22%),,45,36,9(20.00%),,90(x),42(x),48(53.33%),,90(cx),80(cx),10(11.11%),,1.3282191753387451,30.33984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_2.qasm,180,91,89(49.44%),,45,21,24(53.33%),,90(x),30(x),60(66.67%),,90(cx),61(cx),29(32.22%),,2.3133137226104736,30.13671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_3.qasm,180,105,75(41.67%),,45,19,26(57.78%),,90(x),40(x),50(55.56%),,90(cx),65(cx),25(27.78%),,1.7647879123687744,30.24609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_4.qasm,180,130,50(27.78%),,45,26,19(42.22%),,90(x),52(x),38(42.22%),,90(cx),78(cx),12(13.33%),,2.546804428100586,30.2109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_5.qasm,180,106,74(41.11%),,45,26,19(42.22%),,90(x),36(x),54(60.00%),,90(cx),70(cx),20(22.22%),,1.9375066757202148,30.328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_6.qasm,180,95,85(47.22%),,45,20,25(55.56%),,90(x),38(x),52(57.78%),,90(cx),57(cx),33(36.67%),,2.1874806880950928,30.421875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_7.qasm,180,106,74(41.11%),,45,28,17(37.78%),,90(x),42(x),48(53.33%),,90(cx),64(cx),26(28.89%),,2.078906536102295,30.5703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_8.qasm,180,105,75(41.67%),,45,21,24(53.33%),,90(x),36(x),54(60.00%),,90(cx),69(cx),21(23.33%),,2.358802080154419,30.60546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_9.qasm,180,104,76(42.22%),,45,28,17(37.78%),,90(x),30(x),60(66.67%),,90(cx),74(cx),16(17.78%),,2.047166585922241,30.58984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_0.qasm,225,146,79(35.11%),,45,33,12(26.67%),,90(x),46(x),44(48.89%),,135(cx),100(cx),35(25.93%),,3.2808215618133545,30.6015625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_1.qasm,225,144,81(36.00%),,45,27,18(40.00%),,90(x),42(x),48(53.33%),,135(cx),102(cx),33(24.44%),,3.3124282360076904,30.61328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_2.qasm,225,147,78(34.67%),,45,29,16(35.56%),,90(x),48(x),42(46.67%),,135(cx),99(cx),36(26.67%),,3.1094255447387695,30.42578125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_3.qasm,225,149,76(33.78%),,45,28,17(37.78%),,90(x),50(x),40(44.44%),,135(cx),99(cx),36(26.67%),,3.1093850135803223,29.65625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_4.qasm,225,160,65(28.89%),,45,29,16(35.56%),,90(x),48(x),42(46.67%),,135(cx),112(cx),23(17.04%),,3.516496181488037,30.55078125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_5.qasm,225,151,74(32.89%),,45,28,17(37.78%),,90(x),46(x),44(48.89%),,135(cx),105(cx),30(22.22%),,3.155546188354492,30.5390625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_6.qasm,225,128,97(43.11%),,45,29,16(35.56%),,90(x),38(x),52(57.78%),,135(cx),90(cx),45(33.33%),,4.968618631362915,30.8671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_7.qasm,225,154,71(31.56%),,45,31,14(31.11%),,90(x),56(x),34(37.78%),,135(cx),98(cx),37(27.41%),,4.593719482421875,30.86328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_8.qasm,225,136,89(39.56%),,45,29,16(35.56%),,90(x),40(x),50(55.56%),,135(cx),96(cx),39(28.89%),,5.015607118606567,30.9453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_9.qasm,225,144,81(36.00%),,45,30,15(33.33%),,90(x),42(x),48(53.33%),,135(cx),102(cx),33(24.44%),,4.109541654586792,30.640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_0.qasm,270,164,106(39.26%),,45,34,11(24.44%),,90(x),48(x),42(46.67%),,180(cx),116(cx),64(35.56%),,5.359215497970581,30.671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_1.qasm,270,192,78(28.89%),,45,39,6(13.33%),,90(x),52(x),38(42.22%),,180(cx),140(cx),40(22.22%),,6.374989032745361,30.71484375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_2.qasm,270,177,93(34.44%),,45,34,11(24.44%),,90(x),54(x),36(40.00%),,180(cx),123(cx),57(31.67%),,4.234408378601074,30.70703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_3.qasm,270,165,105(38.89%),,45,32,13(28.89%),,90(x),40(x),50(55.56%),,180(cx),125(cx),55(30.56%),,6.45343804359436,30.80859375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_4.qasm,270,171,99(36.67%),,45,31,14(31.11%),,90(x),52(x),38(42.22%),,180(cx),119(cx),61(33.89%),,6.593544960021973,30.7734375
